Processed_Text,Raw_Text,Label
go goo,G o   g o o,0.5
wo n't happen long week end,w o n ' t   h a p p e n   b e f o r e   a   l o n g   w e e k   e n d,0.5
weekly chart look weird thought,w e e k l y   c h a r t   l o o k s   w e i r d .   A n y   t h o u g h t s ?,0.5
every day chart look weirder,b e c a u s e   e v e r y   d a y   c h a r t   l o o k s   w e i r d e r,0.5
-1 ) potential ng sanction russia ; 0 ) winter storm front central eastern usa ; 1 ) cooler temperature europe ; 4 ) larger expect draw result less inventory ; 5 ) gasoline price time high almost $ -100 / barrel make natural gas expensive produce reason natural gas low market manipulation shorts must cover,"-1 )   P o t e n t i a l   N G   s a n c t i o n s   a g a i n s t   R u s s i a ;   0 )   W i n t e r   s t o r m   f r o n t   o n   c e n t r a l   a n d   e a s t e r n   U S A ;   1 )   C o o l e r   t e m p e r a t u r e s   f o r   m o s t   o f   E u r o p e ;   4 )   L a r g e r   t h a n   e x p e c t e d   d r a w s   r e s u l t i n g   i n   l e s s   i n v e n t o r y ;   5 )   G a s o l i n e   p r i c e s   a t   a l l   t i m e   h i g h s   a l m o s t   $ -1 0 0   /   b a r r e l ,   m a k i n g   n a t u r a l   g a s   m o r e   e x p e n s i v e   t o   p r o d u c e .   T h e r e   a r e   f e w   i f   a n y   r e a s o n s   f o r   n a t u r a l   g a s   t o   b e   t h i s   l o w   o t h e r   t h a n   m a r k e t   m a n i p u l a t i o n .   S h o r t s   m u s t   c o v e r",1
also look inflation price around fed slow molasses winter time raise rat dollar drop like bad relationship rapidly fall dollar commodoties tangible value contrast,"A l s o   l o o k   a t   i n f l a t i o n   o f   p r i c e s   a l l   a r o u n d .   F E D   s l o w e r   t h a n   m o l a s s e s   i n   t h e   w i n t e r   t i m e   t o   r a i s e   r a t e s ,   s o   d o l l a r   i s   d r o p p i n g   l i k e   a   b a d   r e l a t i o n s h i p .   W h a t   w i l l   a   r a p i d l y   f a l l i n g   d o l l a r   d o   t o   c o m m o d o t i e s   w h i c h   h a v e   t a n g i b l e   v a l u e   b y   c o n t r a s t ?",1
russia cyberattacked ukraine today move troop trade accordingly,R u s s i a   c y b e r a t t a c k e d   U k r a i n e   t o d a y   a n d   a r e   m o v i n g   t r o o p s   s o   t r a d e   a c c o r d i n g l y .,1
4hr weekly bearish daily bullish break 007…and still ichi cloud nov 8 dcross signal bearish resistance reject 0x past 1 day try breach cloud careful doesnt mean cant go want retreat,"4 h r   a n d   w e e k l y   a l l   b e a r i s h .   D a i l y   b u l l i s h   b u t   h a s   t o   b r e a k   0 0 7 … a n d   i s   s t i l l   b e l o w   t h e   i c h i   c l o u d   f r o m   t h e   N o v   8   d c r o s s .   T h a t   s i g n a l s   b e a r i s h   o r   r e s i s t a n c e   a s   s h e   w a s   r e j e c t e d   0 x   p a s t   1   d a y s   a f t e r   t r y i n g   t o   b r e a c h   t h e   c l o u d .   b e   c a r e f u l .   D o e s n t   m e a n   s h e   c a n t   g o   u p ,   b u t   s h e   w a n t s   t o   r e t r e a t .  ",1
natural gas widow maker technical n't matter fundamental n't matter watch temperature gasoline price,"N a t u r a l   g a s   i s   t h e   w i d o w   m a k e r   b e c a u s e   t e c h n i c a l s   d o n ' t   m a t t e r ,   f u n d a m e n t a l s   d o n ' t   m a t t e r .   W a t c h   t e m p e r a t u r e   a n d   g a s o l i n e   p r i c e",0.5
robin hoodoil super bullish,R o b i n   H o o d O i l   i s   s u p e r   b u l l i s h,1
hmm small step big step like last week miss bottom step step stool land floor rear injury except bruise ego wet britches lol,"H m m ,   s m a l l   s t e p s   u p ,   b i g   s t e p s   d o w n ,   l i k e   I   d i d   l a s t   w e e k   w h e n   I   m i s s e d   t h e   b o t t o m   s t e p   o f   m y   s t e p   s t o o l   a n d   l a n d e d   o n   t h e   f l o o r   o n   m y   r e a r .   N o   i n j u r i e s ,   e x c e p t   a   b r u i s e d   e g o   a n d   w e t   b r i t c h e s .   L O L",0.5
trying scalp littlebut girl natty go wild,T r y i n g   t o   s c a l p   a   l i t t l e . . b u t   t h i s   i s   g i r l   n a t t y   g o n e   w i l d . . . . .,0.5
46,4 6,1
40 401 41 45,4 . 0   4 . 0 1   4 . 1   4 . 5,1
401 come mama,4 . 0 1 .   C o m e   t o   m a m a .,0
gon na break 4 today,g o n n a   b r e a k   4   t o d a y,0
bears get,B e a r s   g e t   u p,0
bears need clean break -14 us open,B e a r s   n e e d   a   c l e a n   b r e a k   u n d e r   . -1 4   b e f o r e   U S   o p e n s .,0
easy peasy,e a s y   p e a s y,0.5
break -198 continue seem wall,h a s   t o   b r e a k   -1 9 8   t o   c o n t i n u e   u p .   s e e m s   t o   b e   a   w a l l   t h e r e,1
400 still,4 . 0 0   i s   s t i l l  ,0
sorry mean 4075 075,S o r r y   I   m e a n t   4 . 0 7 5   n o t   0 . 7 5 . .,1
075 second week may,0 . 7 5   s e c o n d   w e e k   o f   M a y,0.5
u reckon go back tonght,s o   u   r e c k o n   i t   g o i n g   b a c k   u p   t h e r e   t o n g h t,1
need tisla wisdom,I   n e e d   t i s l a   w i s d o m   i n   t h i s ! ! ! !,0.5
add kold,a d d e d   K o l d,0
play bullish 16 next,i f   t h i s   p l a y s   o u t   b u l l i s h   . 1 6   n e x t,1
50,5 0,1
= ) watch trend line come n't miss ez,"= )   w a t c h   t h a t   t r e n d   l i n e ,   i t   w i l l   c o m e   a g a i n ,   d o n ' t   m i s s   i t ,   e z  ",0.5
strong support,S t r o n g   s u p p o r t,1
resistance though 🤦‍♂️,i t s   r e s i s t a n c e   t h o u g h   🤦 ‍ ♂ ️,0.5
anybody know natgas close monday jan -17 thanks,"A n y b o d y   k n o w s   i f   N a t G a s   i s   c l o s e d   m o n d a y ,   J a n   -1 7   ? !   T h a n k s .",0.5
futures open trade close early,"F u t u r e s   a r e   o p e n   t o   t r a d e ,   j u s t   c l o s i n g   e a r l i e r",0.5
mlk day,M L K   D a y  ,0.5
thanks,T h a n k s,0.5
watch 075 late,W a t c h   o u t   f o r   0 . 7 5   l a t e r   o n  ,0
thats month retest 48,"T h a t s   f o r   m o n t h ,   a f t e r   w e   r e t e s t   4 . 8",1
sorry mean 4075,S o r r y   I   m e a n t   4 . 0 7 5   . .,1
short opportunity form,s h o r t   o p p o r t u n i t y   f o r m i n g,0
timeframe,W h i c h   t i m e f r a m e ?,0.5
know 're,J u s t   s o   y o u   k n o w   w h e r e   w e ' r e   a t,0.5
closed short 06 @ -175 happy enough waiting another spike luckiest morning lol,C l o s e d   s h o r t s   f r o m   . 0 6   @   . -1 7 5 .   H a p p y   e n o u g h   w i t h   t h i s .   W a i t i n g   f o r   a n o t h e r   s p i k e .   L u c k i e s t   m o r n i n g   f o r   m e   f o r   a   w h i l e   l o l .,1
lik tri mi sl,i f   l i k   t r i   m i   s l . .,0.5
nice good work imho break morning channel downside many time room move 4 hr,"N i c e   g o o d   w o r k .   I m h o ,   i t s   b r o k e n   o u t   o f   m o r n i n g   c h a n n e l   t o   t h e   d o w n s i d e   m a n y   t i m e s .   H a s   r o o m   t o   m o v e   d o w n   o n   4   h r .  ",0
'm start see think may excite early lol,I ' m   s t a r t i n g   t o   s e e   i t   n o w .   I   t h i n k   I   m a y   h a v e   e x c i t e d   t o o   e a r l y   t o o   l o l .  ,0.5
anyone kold broker might show kold bit mine quite early morning course n't panic also cold weather hit eastern coast weekend actual possible war ukraine & amp ; 1 day weekend exit kold day today look re-enter tuesday r/r say prudent trade right possible re-entry might slightly high ukraine calm & amp ; forcasted tuesday warm weather possible cold weekend weather push natgas price up/kold ukraine military natgas up/kold mucho,"F o r   a n y o n e   i n   K O L D ,   y o u r   b r o k e r   m i g h t   s h o w   y o u   w i t h   N O   K O L D   f o r   a   b i t ,   a s   m i n e   d i d   q u i t e   e a r l y   t h i s   m o r n i n g .   O f   c o u r s e   d o n ' t   p a n i c .     A l s o . .   w i t h   c o l d   w e a t h e r   h i t t i n g   t h e   E a s t e r n   c o a s t   t h i s   w e e k e n d ,   a c t u a l   p o s s i b l e   w a r   i n   U k r a i n e   & a m p ;   t h e   1   d a y   w e e k e n d . .   I   w i l l   e x i t   a l l   K O L D   d u r i n g   t h e   d a y   t o d a y .   W I l l   l o o k   t o   r e - e n t e r   T u e s d a y .   r / r   s a y s   b e   p r u d e n t   o n   t h i s   t r a d e   r i g h t   n o w .   P o s s i b l e   r e - e n t r y   m i g h t   b e   s l i g h t l y   h i g h e r   i f   U k r a i n e   c a l m s   d o w n   & a m p ;   f o r c a s t e d   T u e s d a y   w a r m e r   w e a t h e r .   B u t   m o r e   p o s s i b l e   t h a t   c o l d   w e e k e n d   w e a t h e r   w i l l   p u s h   N a t G a s   p r i c e   u p / K O L D   d o w n .   A n d   I F   U k r a i n e   h a s   m i l i t a r y   t h e n   N a t G a s   u p / K O L D   d o w n   m u c h o   m o r e",1
cine cine - read post yesterday yesterdaytoday real possibility military action ukraine reason exit cold snap come east cherry top move prudent trade keep alive many year come,C i n e   C i n e   -   R E A D   t h e   p o s t .   Y e s t e r d a y   w a s   y e s t e r d a y . . T O D A Y   t h e r e   i s   a   r e a l   p o s s i b i l i t y   o f   m i l i t a r y   a c t i o n   i n   U k r a i n e .   T H A T   i s   t h e   r e a s o n   f o r   m y   e x i t .   T h e   c o l d   s n a p   c o m i n g   t o   t h e   e a s t   i s   t h e   j u s t   t h e   c h e r r y   o n   t h e   t o p   o f   t h e   m o v e .   P R U D E N T   t r a d i n g   k e e p s   y o u   a l i v e   f o r   m a n y   y e a r s   t o   c o m e .,1
hear news yesterday watch us whether live satellite exit short morning could go bad either way,I   h e a r d   a b o u t   t h e   n e w s   y e s t e r d a y   a n d   I   m   w a t c h i n g   U s   w h e t h e r   w i t h   l i v e   s a t e l l i t e   t h i s   w h y   I   e x i t   a l l   m y   s h o r t s   t h i s   m o r n i n g   i t   c o u l d   g o   b a d   e i t h e r   w a y  ,0.5
thought 'd rather sleep soundly weekend & re-enter tuesday doubt much kold significantly high tuesday morn exit today could well somewhat lower weatrher & importntly ukraine r/r much side play,S o   w e   a r e   o f   t h e   s a m e   t h o u g h t s .   I ' d   r a t h e r   s l e e p   s o u n d l y   o v e r   t h e   w e e k e n d   &   r e - e n t e r   T u e s d a y .   D o u b t   v e r y   m u c h   t h a t   K O L D   w i l l   b e   a n y   s i g n i f i c a n t l y   h i g h e r   T u e s d a y   m o r n   f r o m   w h e r e   I   e x i t   t o d a y .   B u t   c o u l d   v e r y   w e l l   b e   s o m e w h a t   l o w e r   o f f   o f   w e a t r h e r   &   m o r e   i m p o r t n t l y   U k r a i n e .   r / r   i s   v e r y   m u c h   o n   t h e   s i d e   o f   h o w   I   a m   p l a y i n g   i t .,0.5
short 0-11 close @ -181,S h o r t   f r o m   0 -1 1   c l o s e d   @ -1 8 1   !,0.5
consolidation,C o n s o l i d a t i o n,0
believe strong demand comming,I   b e l i e v e   t h e   s t r o n g   d e m a n d   i s   c o m m i n g .,1
might rebound hope,I t   m i g h t   b e   a   r e b o u n d ?   I   h o p e .,1
1,0 1,0.5
shait hit fan boll bull run come see wang $ 1 dollers,"W h e n   s h a i t   h i t   t h e   f a n ,   t h e s e   n o   b o l l s   b u l l s   r u n .   C o m e   s e e   W a n g   a t   $ 1   d o l l e r s",0
make 05,"m a k e   i t   0 , 5",0.5
short tp 190 sl 410,S h o r t     T P   1 . 9 0   S L   4 . 1 0,0
tp -155 sl 056,"T P   -1 5 5 ,   S L   0 5 6",0.5
sorry another post ) ) ) ),"S o r r y ,   i t   w a s   f o r   a n o t h e r   p o s t   : ) ) ) )",0.5
bears sell casually bull work,B e a r s   s e l l i n g   i t   c a s u a l l y .   B u l l   w o r k i n g  ,0.5
hello everyone small short @ 0-11 gl everybody,H e l l o   e v e r y o n e .   S m a l l   s h o r t   @ 0 -1 1 .   G L   e v e r y b o d y !,0.5
impresd,i m p r e s d . .,0.5
,?,0.5
nothng kon eksists runn far fres,n o t h n g   k o n   e k s i s t s   r u n n   f a r   f r e s . .,0.5
boy wti really hat 806ish level,"b o y ,   t h e   W T I   r e a l l y   h a t e s   t h a t   8 0 . 6 i s h   l e v e l   : D",0.5
amaze,T h i s   i s   a m a z i n g,0.5
let 's look @ blue red maphmmm hdd,L e t ' s   l o o k   @ a l l   t h a t   b l u e   a n d   r e d   o n   t h e   m a p h m m m   m o r e   h d d   t h a n  ,0.5
yes bro u know thats -16day forecast trade 10days thats price anything happen,y e s   b u t   b r o   u   k n o w   t h a t s   t h e   -1 6 d a y   f o r e c a s t   a n d   w e   a r e   t r a d i n g   1 0 d a y s   o u t .   t h a t s   b e e n   p r i c e d   i n .   a n y t h i n g   c a n   h a p p e n,0.5
TRUE,t r u e,0.5
good morning cheep $ 5 cold winter,"G o o d   m o r n i n g ,   v e r y   c h e e p   u n d e r   $ 5   i n   c o l d   w i n t e r",1
long tp 50-19 sl 10-19,l o n g .   T P   5 . 0 -1 9   S L   1 . 0 -1 9,1
hope demo account,I   h o p e   i t   i s   a   d e m o   a c c o u n t,0.5
bull trap,B u l l   t r a p ? ? ?  ,0
hope,I   h o p e,0.5
remember `` 65 $ minimum tommorow '',"R e m e m b e r   "" 6 . 5 $   m i n i m u m   t o m m o r o w """,0.5
im kid 😀bydesigne,I m   k i d d i n g   😀 b y d e s i g n e,0.5
boll bull make wang roll floor laugh $ 1 dollers steel boll target,T h i s   n o   b o l l s   b u l l   m a k e   W a n g   r o l l i n g   f l o o r   l a u g h .   $ 1   d o l l e r s   s t e e l   b o l l s   t a r g e t,0
lets go bear,L e t s   g o   b e a r s,0
bob 010 holdexpected,B o b   0 1 0   d i d   n o t   h o l d ! . . . e x p e c t e d !,0
; ),; ),0.5
high gear,H e r e   w e   a r e   i n   h i g h   g e a r . . . .,0.5
s06 sl 8,S . 0 6 .   S l   . 8,0
moved sl 0,M o v e d   s l   t o   . 0,0
00-1 *,. 0 0 -1 *,0
moved 00-1,M o v e d   t o   . 0 0 -1,0
yup,Y u p !,0.5
go party offer rice crispy treat say,I f   y o u   g o   t o   a   p a r t y   a n d   t h e y   o f f e r   y o u   r i c e   c r i s p y   t r e a t s .   J U S T   S A Y   N O  ,0.5
closing eu gap 405-1,C l o s i n g   E U   g a p   4 . 0 5 -1,1
closing eu gap 405-1,C l o s i n g   E U   g a p   4 . 0 5 -1,1
make lower low - 10 %,n o w   t o   m a k e   l o w e r   l o w   -   1 0 %,0
bobs 010 hit pay close aytention,B O B S   0 1 0   h i t   n o w   w e   p a y   c l o s e   a y t e n t i o n .,0.5
whats happen,W h a t s   h a p p e n,0.5
🤑,🤑,0.5
n't hv position wait right moment short big precision say exact target frame time 06 next,I   d o n ' t   h v   a n y   p o s i t i o n   I   m   w a i t i n g   f o r   t h e   r i g h t   m o m e n t   t o   s h o r t   i t   b i g   p r e c i s i o n   a s   I   s a i d   e x a c t   t a r g e t   i n   f r a m e   t i m e . . .   . 0 6   n e x t,0.5
0/00/000-1,0 . 0   b y   F e b   -1,0
touch 4,T o u c h   4,1
back 48 lol,b a c k   t o   4 . 8   l o l,1
see talk,Y o u   s e e   w h a t   I   m   t a l k i n g   a b o u t  ,0.5
yes iys clear mud,"Y e s ,   a n d   i y s   c l e a r   a s   m u d !",0.5
ops,o p s,0.5
@ andy tan wish hold 40 😭😭,@ A n d y   T a n   w i s h   I   h e l d   w i t h   y o u   t o   4 . 0   😭 😭,1
set last week except cold careful,S e t   u p   i s   s a m e   a s   l a s t   w e e k   e x c e p t   c o l d e r .   B e   c a r e f u l  ,1
mostly wo n't hold weekend 'll close thanks head though,I   m o s t l y   w o n ' t   h o l d   w e e k e n d s   s o   I ' l l   b e   c l o s i n g   b e f o r e   t h e n .   T h a n k s   f o r   t h e   h e a d s   u p   t h o u g h !,0.5
andy tani wait 45/46 short forget longing want short hold 15 expiry,"A n d y   T a n I   a m   w a i t i n g   f o r   4 . 5 / 4 . 6   t o   b e   s h o r t   a g a i n .   F o r g e t   l o n g i n g   t h i s ,   w a n t   s h o r t s   t o   h o l d   f o r   1 . 5   i n t o   e x p i r y",1
seem 're range today 4-100 4000 waiting us open clear thing,I t   s e e m s   w e ' r e   i n   a   r a n g e   t o d a y   b e t w e e n   4 . -1 0 0   a n d   4 . 0 0 0   f o r   n o w .   W a i t i n g   f o r   U S   o p e n   f o r   m o r e   c l e a r   t h i n g s . . . .,0.5
look kinda choppy red hmm,b u t   i t   l o o k s   k i n d a   c h o p p y   a n d   r e d   h m m,0.5
45,4 5,1
break even waitin well entry ),a n d   b r e a k   e v e n   w a i t i n   f o r   b e t t e r   e n t r y   : ),0.5
well complete 5-times reverse split kold expect kold go,W e l l .   T h e y   j u s t   c o m p l e t e d   a   5 - t i m e s   r e v e r s e d   s p l i t   o f   K O L D .   W h y ?   B e c a u s e   t h e y   e x p e c t e d   t h e   K O L D   w i l l   g o   d o w n ?,0.5
sure 's pile boil would smart thing,"S u r e   t h a t ' s   w h y ,   p i l e   i n t o   b o i l ,   i t   w o u l d   b e   t h e   s m a r t   t h i n g   t o   d o .",0.5
pending huge move,P e n d i n g   h u g e   m o v e .  ,0.5
whats target saca,W h a t s   y o u r   t a r g e t   s a c a   ?  ,0.5
athough 'm right side nervous bro lol,"A t h o u g h   I ' m   o n   t h e   r i g h t   s i d e   n o w ,   d o n ' t     m e   n e r v o u s   b r o . .   l o l",0.5
joker lol want bag holder hold $ 5 1679 come,"J o k e r   l o l ,   h e   w a n t   y o u   t o   b e   b a g   h o l d e r .   I f   y o u   c a n   h o l d   u n t i l   $ 5   ,   1 . 6 7 9   w i l l   c o m e  ",0
19 15 1 east coast warm 0 week,1 . . 9   1 . 5   1   e a s t   c o a s t   w a r m   f o r   0   w e e k s,0
fortune trader people hard work u laugh gon na hide soon watch 01 say,F o r t u n e   t r a d e r !   S o m e   P e o p l e   d o i n g   t h e   h a r d   w o r k   a n d   u   l a u g h i n g   y o u   g o n n a   h i d e   s o o n   w a t c h   f o r   . 0 1   a s   I   s a i d   . .,0.5
wait short right spot,I   m   j u s t   w a i t i n g   t o   s h o r t   f r o m   t h e   r i g h t   s p o t . .,1
short,T o   s h o r t   . .,0
laugh 's fine u would trade uptrend always avoid uptrend trade seller laugh seller defend seller buyer,"i f   y o u   l a u g h   i t ' s   f i n e   f o r   u s   ?   w h y   w o u l d   I   t r a d e   u p t r e n d ?   i   a l w a y s   a v o i d   u p t r e n d   t r a d e s   ,   b e c a u s e   I   a m   a   s e l l e r ,   a n d   w h e n   y o u   l a u g h   a t   s e l l e r   I   h a v e   t o   d e f e n d   m y s e l f   a s   a   s e l l e r   n o t   a s   a   b u y e r . .",0.5
test 190 soon,T o   t e s t   1 . 9 0   s o o n,0
bad entry im ok ),b a d   e n t r y   b u t   i m   o k   : ),0.5
tweezer top,T w e e z e r   t o p,0.5
touchy friday nice weekend,M e   n o   t o u c h y   t h i s   o n   f r i d a y .   H a v e   a   n i c e   w e e k e n d !,0.5
thank,T h a n k   y o u !   Y o u   t o o !,0.5
,w h y   y o u   h e r e   t h e n ?,0.5
ex punger 's mandatory option position comment forum 🙄,e x   p u n g e r   B e c a u s e   i t ' s   n o t   m a n d a t o r y   t o   h a v e   a n   o p t i o n   p o s i t i o n   t o   c o m m e n t   o n   t h i s   f o r u m ?   🙄,0.5
need 4,I t   n e e d s   4   o r   b e l o w ! !,0
5,M e   5   a n d   m o r e,1
hung top huh listen bob,H u n g   a t   t h e   t o p   h u h ?   S o m e   l i s t e n   t o   b o b . . . .,0.5
ops,o p s,0.5
l -177,l   -1 7 7,1
tomorrow gap,T o m o r r o w   G a p   U P   o r   D O W N  ,0.5
,d o w n,0.5
gap,N o   g a p s,0.5
retest 0-10 close,s h o u l d   r e t e s t   0 -1 0   b e f o r e   c l o s e,1
bob n't retest,B O B   d i d n ' t   r e t e s t ?,0.5
u lead horse water cant make drink 's use stop,"U   c a n   l e a d   a   h o r s e   t o   w a t e r ,   b u t   y o u   c a n , t   m a k e   h i m   d r i n k .   T h a t ' s   w h y   y o u   u s e   s t o p  ",0.5
good time short dollar index maybe hold l natty ),i s   i t   g o o d   t i m e   t o   s h o r t   d o l l a r   i n d e x ?   o r   i t   i s   m a y b e   t h e   s a m e   a s   h o l d i n g   L   i n   n a t t y ?   : ),0.5
naughty natty nutella still bullish trend 📈 start drop bottom,"N a u g h t y   n a t t y   N u t e l l a   . . . s t i l l   b u l l i s h   u p   t r e n d   📈   s t a r t e d   . i t   d r o p p e d   ,   u p   f r o m   b o t t o m",1
group carnies converse near tilt whirl share fake trade make day & quot ; hey see call say could derp derp derp & quot ; distance faint sound woooooo hear immediately cheek clinch tight one name electric car look one slay fat chick say & quot ; oh prodigal son return & quot ; reply & quot ; confession buy dip tell anyone 'm $ 1000000 day 're welcome & quot ; continue # carnylife # woooo,"A   g r o u p   o f   c a r n i e s   a r e   c o n v e r s i n g   n e a r   t h e   t i l t   a   w h i r l ,   s h a r i n g   f a k e   t r a d e s   t h e y   h a d   m a d e   o n   t h e   d a y .   & q u o t ; H e y   d i d   y o u   s e e   m y   c a l l   w h e r e   I   s a i d   i t   c o u l d   o f   u p   o r   d o w n ?   d e r p   d e r p   d e r p . & q u o t ;   T h e n   i n   t h e   d i s t a n c e ,   t h e   f a i n t   s o u n d   o f   a   w o o o o o o   i s   h e a r d .   I m m e d i a t e l y   t h e i r   b u t   c h e e k s   c l i n c h   t i g h t .   T h e   o n e   n a m e d   a f t e r   t h e   e l e c t r i c   c a r   l o o k s   t o   t h e   o n e   t h a t   s l a y s   f a t   c h i c k s   a n d   s a y s   & q u o t ; o h   n o ,   t h e   p r o d i g a l   s o n   h a s   r e t u r n e d & q u o t ; .   T o   w h i c h   h e   r e p l i e s . . . & q u o t ; I   h a v e   a   c o n f e s s i o n ,   I   b o u g h t   t h e   d i p   a n d   d i d   n o t   t e l l   a n y o n e .   I ' m   u p   $ 1 , 0 0 0 , 0 0 0   o n   t h e   d a y ,   y o u ' r e   w e l c o m e & q u o t ; .     T o   b e   c o n t i n u e d . . .   # C a r n y L i f e   # W o o o o",0.5
,: D,0.5
woooo,w o o o o,0.5
wb lol,W B   l o l,0.5
oil good natty natty,O i l   g o o d .   N a t t y   n a t t y .,0
problem forum,H a d   y o u   p r o b l e m   w i t h   F o r u m ?,0.5
adapt thats trick nothing else,A d a p t . .   t h a t s   t h e   t r i c k .   N o t h i n g   e l s e .,0.5
let 's see short -150 good idea,L e t ' s   s e e   i f   s h o r t i n g   -1 5 0   i s   a   g o o d   i d e a,0
kamil dont drink beer ( bear ) ),K a m i l !   D o n t   d r i n k   b e e r   ( b e a r )   : ),0.5
dostałem dziś kijem po plecach ale jeszcze chyba mi mało xd moze wpadnie tysiak chociaż będę na poziome zeszłego poniedziałku,D o s t a ł e m   d z i ś   k i j e m   p o   p l e c a c h   a l e   j e s z c z e   c h y b a   m i   m a ł o   x d   m o z e   w p a d n i e   t y s i a k   t o   c h o c i a ż   b ę d ę   n a   p o z i o m e   z e s z ł e g o   p o n i e d z i a ł k u  ,0.5
tisla insecure trader board yay -1 last 50 # obsessed,T i s l a   t h e   m o s t   i n s e c u r e   t r a d e r   o n   t h e   b o a r d .   Y a y !   Y o u r   -1   f o r   y o u r   l a s t   5 0 .   # O b s e s s e d,0.5
’ need careful weekly still bearish well cloud ie dead cat bounce,"Y ’ a l l   n e e d   t o   b e   c a r e f u l .   W e e k l y   s t i l l   b e a r i s h ,   D   w e l l   b e l o w   t h e   c l o u d   i e   d e a d   c a t   b o u n c e s .  ",0
emotional market hence broaden,J u s t   a n   e m o t i o n a l   m a r k e t .   H e n c e   t h e   b r o a d e n i n g,0.5
+6 % open attract people follow,"+ 6 %   i n   o p e n   i t   a t t r a c t s   p e o p l e ,   t o   f o l l o w  ",1
word difficult decipher without graphic probably n't know read show u,w o r d s   d i f f i c u l t   t o   d e c i p h e r   w i t h o u t   g r a p h i c s   y o u   p r o b a b l y   d o n ' t   k n o w   h o w   t o   r e a d   t h e m   h a v e   y o u   s h o w n   u s ?,0.5
market prepare move think much high price see 0 week report bullish also next week report exactly bearish another bullish report trade carefully,M a r k e t   i s   p r e p a r e d   f o r   m o v i n g   u p . .   I   t h i n k   m u c h   h i g h e r   p r i c e   w e   c a n   s e e   i n   0   w e e k s .   R e p o r t   w i l l   b e   b u l l i s h   a n d   a l s o   n e x t   w e e k   r e p o r t   w i l l   n o t   b e   e x a c t l y   b e a r i s h . .   T h a n   a n o t h e r   b u l l i s h   r e p o r t   a n d   w e   a r e   t h e r e .   T r a d e   c a r e f u l l y .,1
-154,S   . -1 5 4,0
` spike,` I s   t h i s   s p i k e ?,0.5
way,A l l   t h e   w a y,0.5
took time but… pew pew,T o o k   s o m e   t i m e   b u t …   p e w   p e w,1
interest book,A n y   i n t e r e s t i n g   b o o k s ?,0.5
synergistic tradiing - best entry time operate strategy - controlled tradiing - general view,S y n e r g i s t i c .   T r a d i i n g   -   t h e   b e s t   f o r   e n t r y   t i m i n g   a n d   o p e r a t i n g   s t r a t e g i e s   -   C o n t r o l l e d .   T r a d i i n g   -   f o r   a   m o r e   g e n e r a l   v i e w,0.5
`` controlled tradiing '' read give excellent support start lot practice,""" C o n t r o l l e d .   T r a d i i n g ""   I   r e a d   i t   t o o ,   i t   g i v e s   y o u   e x c e l l e n t   s u p p o r t ,   I   s t a r t e d   d o i n g   s o   w i t h   a   l o t   o f   p r a c t i c e",0.5
hunting sl big move 15lets see 15 achieve end week shorting spike game ; ) gl,H u n t i n g   S L   b e f o r e   t h e   b i g   m o v e   t o   1 . 5 l e t s   s e e   i f   1 . 5   c a n   b e   a c h i e v e d   b e f o r e   t h e   e n d   o f   t h i s   w e e k   . S h o r t i n g   o n   s p i k e s   i s   t h e   g a m e   n o w   ; ) G L,0
hey mate 's position ; ),"H e y   m a t e ,   h o w   a r e   y o u ?   W h a t ' s   y o u r   p o s i t i o n   n o w ?   ; )",0.5
sam cedrawauting -148 hour wanted short 40-41 want 485-1,S a m   C e d r a w a u t i n g   f o r   . -1 4 8   f o r   h o u r s   n o w .   W a n t e d   t o   s h o r t   i t .   A b o v e   4 . 0 - 4 . 1   i   w a n t   4 . 8 5 -1,0
doubt see feb contract 48 believe big bearish reverse start anytime soon specially rollover march contracti expect 15 day,"I   d o u b t   t o   s e e   F e b   c o n t r a c t   a t   4 . 8 ,   I   b e l i e v e   b i g   b e a r i s h   r e v e r s e   s h o u l d   s t a r t   a n y t i m e   s o o n ,   s p e c i a l l y   t h a t   b e f o r e   t h e   r o l l o v e r   t o   M a r c h   c o n t r a c t . I   a m   e x p e c t i n g   1 . 5   i n   f e w   d a y s  ",0
bull get really mad… forget 485-1 ; ),I f   b u l l s   g e t   r e a l l y   m a d …   d o   n o t   f o r g e t   4 . 8 5 -1   ; ),0
ding dongyou want say hour minute well,d i n g   d o n g y o u   w a n t   m e   t o   s a y   w h a t   h o u r   a n d   m i n u t e   a s   w e l l ?,0.5
sure always get right,s u r e   w h y   n o t   y o u   a l w a y s   g e t   i t   r i g h t  ,0.5
ding dongcant target bull nothing else,d i n g   d o n g c a n t   d o   t h a t .   I t s   a   t a r g e t   f o r   b u l l s   n o t h i n g   e l s e .  ,0.5
today 's unbeliveable think tomorrow 's go reach 45 unbelivable 10 end week 've get feel feel squeeze today much percent like beer good luck folk,"T o d a y   i t ' s   u n b e l i v e a b l e   i f   y o u   t h i n k   t o m o r r o w   i t ' s   g o i n g   t o   r e a c h   4 , 5 .   M o r e   u n b e l i v a b l e   1 , 0   a t   t h e   e n d   o f   t h i s   w e e k .   b u t   I ' v e   g o t   a   f e e l i n g .   i   f e e l   s q u e e z e d   t o d a y   s o   m u c h .   o n l y   p e r c e n t s   I   l i k e   n o w   a r e   i n   m y   b e e r .   h a v e   g o o d   l u c k   f o l k s  ",0
